,property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
0,187,-37.804837,144.89055,106 Pilgrim Street,Seddon,8946000,house,2012,3,1,0,SC_043,2841,20024,271,17,0,hospital_056,1358,S_201,798
1,228,-37.792721,144.895531,110 Ballarat Road,Footscray,7710000,house,2014,4,1,1,SC_011,2147,20024,1146,17,0,hospital_003,565,S_201,919
2,247,-37.807611,144.896292,118 Albert Street,Seddon,6210000,house,2013,4,1,1,SC_011,3307,19997,164,14,0,hospital_003,1824,S_201,778
3,275,-37.79581833,144.9051971,12 Stirling Street,Footscray,9600000,house,2008,3,1,1,SC_011,1778,20025,611,14,0,hospital_003,1468,S_201,837
4,345,-37.797951,144.895935,14 Malden Street,Footscray,6570000,house,2012,2,1,0,SC_011,2482,20024,641,17,0,hospital_003,874,S_201,360
5,376,-37.7978574,144.8962965,15 Fitzroy Street,Footscray,10710000,house,2011,4,1,2,SC_011,2452,20024,669,17,0,hospital_003,888,S_201,355
6,440,-37.803143,144.889642,173 Buckley Street,Seddon,9660000,house,2016,3,1,0,SC_043,2690,20024,175,17,0,hospital_056,1154,S_201,782
7,493,-37.79494476,144.8966065,19 Federal Street,Footscray,2592000,house,2007,4,1,0,SC_011,2215,20025,896,14,0,hospital_003,723,S_201,657
8,519,-37.794046,144.883545,1A Dudley Street,Footscray,7920000,house,2015,2,1,1,SC_043,1938,20023,878,19,0,hospital_056,254,S_201,1474
9,562,-37.807442,144.895121,2/2A Pentland Parade,Seddon,11220000,house,2011,3,2,2,SC_043,3330,19997,180,14,0,hospital_003,1773,S_201,787
10,580,-37.797814,144.895821,20 Malden Street,Footscray,9450000,house,2015,2,1,1,SC_011,2479,20024,647,17,0,hospital_003,856,S_201,379
11,648,-37.801653,144.905521,22 Whitehall Street,Footscray,5880000,house,2013,3,1,0,SC_011,2339,20025,213,14,0,hospital_003,1783,S_201,668
12,698,-37.809127,144.887906,25 Browning Street,Seddon,6972000,house,2011,2,1,0,SC_043,2890,19997,683,14,0,hospital_056,1786,S_201,1288
13,729,-37.806728,144.888799,26 Station Road,Seddon,10680000,house,2014,3,2,1,SC_043,2806,20024,525,17,0,hospital_056,1530,S_201,1048
14,738,-37.793385,144.891077,26a Chatham Street,Footscray,4040000,house,2012,2,1,0,SC_085,2225,20024,1015,17,0,hospital_003,214,S_201,1021
15,811,-37.806258,144.893841,3 North Street,Seddon,5589000,house,2011,2,1,2,SC_043,3170,19997,345,14,0,hospital_056,1608,S_201,714
16,847,-37.792558,144.893274,302/133 Droop Street,Footscray,1920000,house,2014,1,1,0,SC_085,2155,20024,1118,17,0,hospital_003,366,S_201,1002
17,910,-37.798596,144.890786,356 Barkly Street,Footscray,7320000,house,2010,4,1,0,SC_043,2633,20024,439,17,0,hospital_003,723,S_201,679
18,915,-37.80275345,144.9045258,36 Bunbury Street,Footscray,7400000,house,2009,2,1,3,SC_011,2487,20025,219,14,0,hospital_003,1790,S_201,615
19,993,-37.796471,144.889055,4/155 Gordon Street,Footscray,7644000,house,2016,3,1,1,SC_043,2443,20023,678,19,0,hospital_056,448,S_201,920
20,997,-37.794227,144.891048,40 Creswick Street,Footscray,6325000,house,2012,4,2,1,SC_085,2318,20024,922,17,0,hospital_003,279,S_201,949
21,1056,-37.80928421,144.8873749,45 Hamilton Street,Seddon,5390000,house,2008,2,1,1,SC_043,2863,19997,730,14,0,hospital_056,1801,S_201,1333
22,1070,-37.809417,144.898721,46 Hyde Street,Seddon,7080000,house,2013,3,1,3,SC_011,3377,19997,272,14,0,hospital_003,2091,S_201,967
23,1150,-37.799927,144.88012,50 McDougall Drive,Footscray,12390000,house,2015,4,2,2,SC_043,1779,20023,503,19,0,hospital_056,926,S_201,1576
24,1234,-37.80372238,144.8916168,59 Windsor Street,Seddon,7174000,house,2009,2,1,0,SC_043,2875,20024,136,17,0,hospital_056,1271,S_201,652
25,1267,-37.809408,144.890689,60 Greig Street,Seddon,5440000,house,2015,2,1,2,SC_043,3108,19997,440,14,0,hospital_056,1854,S_201,1159
26,1418,-37.806886,144.884895,77 Williamstown Road,Seddon,8960000,house,2014,3,1,2,SC_043,2529,20023,566,19,0,hospital_056,1535,S_201,1340
27,1450,-37.79593658,144.9039002,8 Moore Street,Footscray,8775000,house,2009,3,1,2,SC_011,1853,20025,576,14,0,hospital_003,1363,S_201,745
28,1469,-37.80999,144.88958,80 Gamon Street,Seddon,7725000,house,2009,2,1,0,SC_043,3066,19997,546,14,0,hospital_056,1900,S_201,1268
29,1527,-37.791331,144.896175,9 Tait Street,Footscray,6948000,house,2012,4,3,1,SC_011,2019,20025,1249,14,0,hospital_003,627,S_201,1060
30,1545,-37.806727,144.890907,95 Charles Street,Seddon,7500000,house,2010,2,2,1,SC_043,2966,20024,472,17,0,hospital_056,1569,S_201,912
31,1582,-37.786716,144.877051,1/20 Burns Street,Maidstone,5733000,house,2014,3,1,0,SC_043,1570,20023,1830,19,0,hospital_056,1075,S_149,1570
32,1626,-37.80832,144.876779,10 Edgar Street,Kingsville,6210000,house,2014,3,1,3,SC_043,2113,20023,1044,19,0,hospital_056,1882,S_201,2048
33,1628,-37.823963,144.843484,10 Houston Court,Brooklyn,4950000,house,2009,3,1,0,SC_033,416,20022,3239,21,0,hospital_056,5088,S_056,1298
34,1691,-37.81180573,144.8792267,114 Wales Street,Kingsville,3993000,house,2006,3,1,0,SC_043,2551,19996,1043,15,0,hospital_056,2167,S_201,2060
35,1842,-37.81013107,144.8837585,152 Williamstown Road,Kingsville,6120000,house,2008,3,1,0,SC_043,2681,19996,836,15,0,hospital_056,1904,S_201,1631
36,1894,-37.781535,144.882183,18 Verdun Street,Maidstone,8703000,house,2015,3,1,2,SC_052,1025,20023,2273,19,0,hospital_003,1338,S_049,1116
37,1917,-37.78505325,144.8693848,19 Janson Street,Maidstone,4212000,house,2008,3,1,1,SC_043,1182,20022,1678,21,0,hospital_056,1730,S_149,1182
38,1940,-37.784452,144.883663,2 Cathcart Street,Maidstone,7420000,house,2015,3,1,1,SC_052,1312,20023,1937,19,0,hospital_003,990,S_049,1345
39,1958,-37.784555,144.869339,2/15 Rooney Street,Maidstone,7370000,house,2015,3,2,2,SC_043,1225,20022,1729,21,0,hospital_056,1763,S_149,1225
40,1968,-37.820721,144.848748,2/38 Millers Road,Brooklyn,3465000,house,2014,2,2,1,SC_033,685,20022,2696,21,0,hospital_056,4503,S_056,1645
41,1973,-37.78587,144.865837,2/46 Churchill Place,Maidstone,5740000,house,2014,2,1,2,SC_043,946,20022,1511,21,0,hospital_056,1964,S_149,947
42,2046,-37.780495,144.881947,24 Marsh Street,Maidstone,12087000,house,2014,3,1,3,SC_052,923,20023,2391,19,0,hospital_003,1451,S_049,1034
43,2048,-37.823764,144.845759,24 Primula Avenue,Brooklyn,6825000,house,2011,3,1,3,SC_033,335,20022,3119,21,0,hospital_056,4926,S_056,1295
44,2091,-37.787617,144.87655,28 Wallace Street,Maidstone,6710000,house,2014,3,1,1,SC_043,1484,20023,1758,19,0,hospital_056,1047,S_149,1484
45,2120,-37.78255844,144.8700256,3 Omar Street,Maidstone,3640000,house,2009,3,1,0,SC_043,1444,20022,1959,21,0,hospital_056,1846,S_149,1445
46,2161,-37.78624725,144.8805389,32 Inkerman Street,Maidstone,3584000,house,2008,3,1,1,SC_052,1569,20023,1782,19,0,hospital_056,913,S_049,1641
47,2172,-37.778514,144.88184,33 Fisher Street,Maidstone,7560000,house,2013,3,1,2,SC_052,727,20023,2611,19,0,hospital_003,1655,S_049,879
48,2471,-37.807829,144.882504,72 Chirnside Street,Kingsville,9230000,house,2010,4,1,1,SC_043,2428,20023,714,19,0,hospital_056,1667,S_201,1575
49,2501,-37.81386185,144.8747559,79 Bishop Street,Yarraville,6384000,house,2006,3,1,0,SC_043,2532,19996,1352,15,0,hospital_056,2517,S_201,2512
50,2533,-37.787858,144.874848,80 Norfolk Street,Maidstone,5782000,house,2011,2,1,2,SC_043,1339,20022,1644,21,0,hospital_056,1158,S_149,1339
51,2569,-37.80921,144.881365,92 Empress Avenue,Kingsville,8330000,house,2016,3,1,1,SC_043,2459,20023,894,19,0,hospital_056,1839,S_201,1740
52,2655,-37.8161641,144.8828052,10/276 Williamstown Road,Yarraville,5500000,house,2012,3,2,2,SC_043,3128,19996,627,15,0,hospital_056,2581,S_201,2175
53,2680,-37.821611,144.88438,107 Powell Street,Yarraville,9108000,house,2015,4,1,2,SC_033,3355,19996,806,15,0,hospital_056,3174,S_201,2613
54,2726,-37.821966,144.871699,111 Benbow Street,Yarraville,5157000,house,2007,3,2,2,SC_033,2254,19995,1580,18,0,hospital_056,3453,S_056,2676
55,2751,-37.813314,144.880765,12 Deakin Street,Yarraville,10205000,house,2015,2,1,0,SC_043,2766,19996,854,15,0,hospital_056,2296,S_201,2063
56,2799,-37.8206111,144.8777391,1-3 Hawkhurst Street,Yarraville,11917000,house,2010,3,2,1,SC_033,2806,19996,1196,15,0,hospital_056,3148,S_201,2840
57,2839,-37.817151,144.873788,14 Freeman Street,Yarraville,10116000,house,2013,3,1,2,SC_033,2602,19996,1427,15,0,hospital_056,2887,S_201,2805
58,2849,-37.819539,144.883561,14 Pearce Street,Yarraville,11050000,house,2016,2,1,1,SC_033,3332,19996,694,15,0,hospital_056,2948,S_201,2447
59,2940,-37.815658,144.889207,17 Murray Street,Yarraville,11730000,house,2014,2,1,0,SC_043,3454,19996,67,15,0,hospital_056,2521,S_201,1831
60,2942,-37.817115,144.894769,17 Schild Street,Yarraville,8412000,house,2010,3,1,0,SC_043,3921,19996,447,15,0,hospital_056,2774,S_201,1844
61,2957,-37.816355,144.866062,18 Adeney Street,Yarraville,6270000,house,2010,2,1,2,SC_033,2049,20022,1923,21,0,hospital_056,3133,S_149,2557
62,2999,-37.814116,144.886175,19 Free Street,Yarraville,10816000,house,2012,3,1,0,SC_043,3145,19996,382,15,0,hospital_056,2335,S_201,1816
63,3013,-37.8217659,144.89151,1A Beverley Street,Yarraville,7296000,house,2009,2,1,1,SC_033,3972,19996,672,15,0,hospital_056,3221,S_201,2408
64,3020,-37.81648,144.867362,2 Adeney Street,Yarraville,5265000,house,2012,2,1,2,SC_033,2137,20022,1956,21,0,hospital_056,3082,S_149,2591
65,3082,-37.814065,144.888357,21 Avoca Street,Yarraville,7425000,house,2014,3,1,0,SC_043,3276,19996,242,15,0,hospital_056,2337,S_201,1708
66,3103,-37.822034,144.893226,213/200 Stephen Street,Yarraville,10880000,house,2015,3,2,2,SC_033,4118,19996,746,15,0,hospital_056,3276,S_201,2406
67,3208,-37.817019,144.882878,257A Williamstown Road,Yarraville,5412000,house,2010,3,1,0,SC_043,3208,19996,633,15,0,hospital_056,2674,S_201,2247
68,3242,-37.812411,144.887478,27 Regent Street,Yarraville,12512000,house,2015,2,1,1,SC_043,3094,19996,439,15,0,hospital_056,2149,S_201,1594
69,3257,-37.81394958,144.8765869,28 Maryston Street,Yarraville,13838000,house,2009,3,1,3,SC_043,2619,19996,1192,15,0,hospital_056,2466,S_201,2389
70,3262,-37.812252,144.876272,283A Somerville Road,Yarraville,5558000,house,2011,1,1,1,SC_043,2443,19996,1266,15,0,hospital_056,2300,S_201,2301
71,3310,-37.81401,144.884963,3 Forrest Street,Yarraville,7704000,house,2009,3,1,0,SC_043,3064,19996,482,15,0,hospital_056,2326,S_201,1869
72,3389,-37.818441,144.891642,33 Ovens Street,Yarraville,6120000,house,2013,3,1,2,SC_043,3825,19996,325,15,0,hospital_056,2857,S_201,2047
73,3461,-37.814743,144.880125,39 Kingston Street,Yarraville,5440000,house,2013,3,1,1,SC_043,2861,19996,871,15,0,hospital_056,2464,S_201,2213
74,3578,-37.819062,144.890856,46 Wilson Street,Yarraville,10896000,house,2016,3,2,0,SC_043,3828,19996,366,15,0,hospital_056,2915,S_201,2133
75,3627,-37.82185745,144.8904419,5 Hughes Street,Yarraville,4213000,house,2007,3,1,1,SC_033,3878,19996,670,15,0,hospital_056,3219,S_201,2442
76,3635,-37.821853,144.877717,5 St Leonards Avenue,Yarraville,6100000,house,2012,3,1,2,SC_033,2774,19995,1215,18,0,hospital_056,3282,S_201,2950
77,3661,-37.82070541,144.8896179,51A Newcastle Street,Yarraville,7176000,house,2009,3,1,1,SC_033,3826,19996,541,15,0,hospital_056,3084,S_201,2341
78,3727,-37.8132544,144.8821484,6 Loch Street,Yarraville,9529000,house,2012,3,1,1,SC_043,2837,19996,743,15,0,hospital_056,2268,S_201,1970
79,3840,-37.81744003,144.88974,72 Tarrengower Street,Yarraville,4266000,house,2007,2,1,1,SC_043,3629,19996,177,15,0,hospital_056,2723,S_201,1995
80,3862,-37.814255,144.888323,76 Castlemaine Street,Yarraville,9086000,house,2015,4,1,0,SC_043,3289,19996,227,15,0,hospital_056,2358,S_201,1728
81,3922,-37.81535721,144.8947754,85 Stephen Street,Yarraville,11410000,house,2008,3,1,2,SC_043,3794,19996,429,15,0,hospital_056,2586,S_201,1651
82,3943,-37.814516,144.870471,9 Neylon Street,Yarraville,11518000,house,2016,4,1,2,SC_043,2452,19996,1717,15,0,hospital_056,2753,S_149,2451
83,3991,-37.81344,144.887016,99 Somerville Road,Yarraville,5376000,house,2014,3,1,1,SC_043,3143,19996,371,15,0,hospital_056,2261,S_201,1712
84,4006,-37.848604,144.869113,1 Revo Street,Newport,6950000,house,2015,2,1,2,SC_033,3134,19994,1432,20,0,hospital_141,2499,S_056,2476
85,4085,-37.841857,144.874455,121 Mason Street,Newport,7400000,house,2015,2,1,1,SC_033,2964,19994,809,20,0,hospital_141,2736,S_056,2565
86,4108,-37.84678268,144.8713379,13 Severn Street,Newport,7308000,house,2009,3,1,1,SC_033,3111,19994,1169,20,0,hospital_141,2485,S_056,2529
87,4135,-37.825678,144.871016,15 Abbott Street,Spotswood,6860000,house,2011,2,1,2,SC_033,2135,19995,1423,18,0,hospital_056,3861,S_056,2415
88,4163,-37.846878,144.876608,16 Milford Street,Newport,11400000,house,2016,2,1,2,SC_033,3456,19994,769,20,0,hospital_141,2170,S_056,2943
89,4216,-37.845034,144.867462,197 Woods Street,Newport,8195000,house,2011,4,2,3,SC_033,2736,19994,1441,20,0,hospital_141,2867,S_056,2137
90,4345,-37.84223,144.868885,3/11 Maddox Road,Newport,10350000,house,2015,3,1,2,SC_033,2604,19994,1294,20,0,hospital_141,3001,S_056,2114
91,4348,-37.840923,144.86529,3/203 Mason Street,Newport,8750000,house,2015,3,1,1,SC_033,2273,19994,1621,20,0,hospital_141,3323,S_056,1767
92,4353,-37.836784,144.879532,3/89 William Street,Newport,6150000,house,2011,2,2,1,SC_033,3093,19994,751,20,0,hospital_141,3040,S_056,2912
93,4371,-37.84560394,144.8699646,32 Monmouth Street,Newport,5000000,house,2009,3,2,1,SC_033,2933,19994,1240,20,0,hospital_141,2663,S_056,2359
94,4405,-37.834381,144.870778,38 Percy Street,Newport,6960000,house,2012,3,3,2,SC_033,2279,19995,1396,18,0,hospital_141,3614,S_056,2142
95,4418,-37.842767,144.876494,39 Speight Street,Newport,7200000,house,2009,3,1,2,SC_033,3169,19994,624,20,0,hospital_141,2554,S_056,2766
96,4436,-37.834534,144.875369,4/91 Blackshaws Road,Newport,11305000,house,2014,2,1,2,SC_033,2663,19995,1025,18,0,hospital_141,3412,S_056,2544
97,4449,-37.845156,144.876867,41 Anderson Street,Newport,10425000,house,2014,3,1,0,SC_033,3352,19994,651,20,0,hospital_141,2313,S_056,2887
98,4574,-37.847819,144.875099,6 Melrose Street,Newport,5880000,house,2006,3,1,0,SC_033,3427,19994,938,20,0,hospital_141,2173,S_056,2874
99,4661,-37.831403,144.867216,76A Saltley St,South Kingsville,5925000,house,2005,3,1,2,SC_033,1874,19995,1647,18,0,hospital_141,4059,S_056,1879
100,4701,-37.842851,144.873715,84 Agg Street,Newport,12240000,house,2013,3,2,2,SC_033,2976,19994,869,20,0,hospital_141,2682,S_056,2537
101,4765,-37.857506,144.820605,1 Greeney Street,Altona,6580000,house,2010,3,1,1,SC_033,4131,19925,1056,32,0,hospital_141,6259,S_128,1430
102,4824,-37.864975,144.83306,102 Civic Parade,Altona,19880000,house,2015,3,1,1,SC_033,4430,19926,385,30,0,hospital_141,5149,S_128,430
103,4833,-37.863778,144.817067,11 Akuna Street,Altona,5940000,house,2014,4,1,3,SC_033,4885,19925,349,32,0,hospital_141,6548,S_128,1229
104,4886,-37.863931,144.841826,13 Seaholme Ave,Seaholme,8910000,house,2014,4,3,2,SC_033,4170,19927,442,28,0,hospital_141,4374,S_128,1133
105,4889,-37.86892319,144.8186035,131 Blyth Street,Altona,7030000,house,2008,3,1,2,SC_033,5314,19925,613,32,0,hospital_141,6452,S_128,1006
106,4927,-37.869153,144.827182,151 Queen Street,Altona,4700000,house,2016,4,3,3,SC_033,5032,19926,310,30,0,hospital_141,5707,S_128,278
107,4951,-37.87015,144.814798,166 Blyth Street,Altona,5940000,house,2010,3,1,1,SC_033,5595,19925,566,32,0,hospital_141,6800,S_128,1357
108,4952,-37.854995,144.820514,166 Grieve Parade,Altona,8610000,house,2015,3,1,1,SC_033,3906,19925,1289,32,0,hospital_141,6298,S_128,1670
109,5017,-37.869307,144.82362,2/4 Upton Street,Altona,8025000,house,2014,3,3,1,SC_033,5163,19926,581,30,0,hospital_141,6019,S_128,579
110,5025,-37.868693,144.826492,2/8 David Street,Altona,10125000,house,2015,3,3,1,SC_033,5005,19926,326,30,0,hospital_141,5760,S_128,317
111,5042,-37.871416,144.819877,208 Queen Street,Altona,1962000,house,2010,3,1,0,SC_033,5512,19925,893,32,0,hospital_141,6378,S_128,967
112,5126,-37.859284,144.844717,3 Newton Court,Seaholme,4400000,house,2010,4,1,1,SC_033,3634,19927,1008,28,0,hospital_141,4131,S_128,1616
113,5148,-37.866511,144.829564,32 Sargood Street,Altona,13800000,house,2015,3,1,2,SC_033,4685,19926,71,30,0,hospital_141,5467,S_128,170
114,5169,-37.866503,144.825494,38 Romawi Street,Altona,5577000,house,2012,4,1,1,SC_033,4811,19926,371,30,0,hospital_141,5823,S_128,429
115,5188,-37.860164,144.844776,4/24 Noordenne Avenue,Seaholme,4064000,house,2013,2,1,1,SC_033,3732,19927,918,28,0,hospital_141,4119,S_128,1564
116,5212,-37.865877,144.824951,45 Romawi Street,Altona,7296000,house,2010,4,2,2,SC_033,4766,19926,436,30,0,hospital_141,5866,S_128,502
117,5217,-37.85606766,144.8211975,46 Hammond Street,Altona,3024000,house,2007,3,1,2,SC_033,3969,19925,1218,32,0,hospital_141,6223,S_128,1537
118,5222,-37.868268,144.832186,49 Blyth Street,Altona,2530000,house,2011,3,1,1,SC_033,4804,19926,255,30,0,hospital_141,5258,S_128,194
119,5239,-37.869551,144.813926,5/32 Linnet Street,Altona,5925000,house,2012,2,1,2,SC_033,5577,19925,489,32,0,hospital_141,6868,S_128,1423
120,5260,-37.863996,144.820908,55 Rayner Street,Altona,7840000,house,2014,3,1,0,SC_033,4735,19925,664,32,0,hospital_141,6211,S_128,914
121,5322,-37.868371,144.827848,70 Blyth Street,Altona,4760000,house,2009,3,1,1,SC_033,4930,19926,208,30,0,hospital_141,5638,S_128,193
122,5327,-37.870136,144.835705,71 Queen Street,Altona,12420000,house,2014,2,1,2,SC_033,4934,19927,527,28,0,hospital_141,4983,S_128,554
123,5378,-37.860848,144.8493,95 Waters Drive,Seaholme,5040000,house,2013,3,1,1,SC_033,3810,19927,1069,28,0,hospital_141,3717,S_128,1873
124,5524,-37.786788,144.847135,144 Devonshire Road,Braybrook,4200000,house,2011,3,1,0,SC_102,1292,20021,1269,25,0,hospital_174,1636,S_080,1361
125,5615,-37.781378,144.854976,20 Balmoral Street,Braybrook,4686000,house,2012,3,1,0,SC_043,1482,20021,2101,25,0,hospital_174,2017,S_149,1483
126,5625,-37.785648,144.847422,20 Treloar Crescent,Braybrook,6750000,house,2015,3,1,0,SC_102,1273,20021,1319,25,0,hospital_174,1581,S_080,1337
127,5636,-37.78336334,144.8612366,22 Castley Crescent,Braybrook,6460000,house,2009,3,1,1,SC_043,1146,20022,1774,21,0,hospital_056,2450,S_149,1146
128,5657,-37.784204,144.851525,24 Rose Street,Braybrook,4176000,house,2015,2,1,2,SC_043,1370,20021,1709,25,0,hospital_174,1822,S_149,1370
129,5691,-37.784329,144.859654,3 Daisy Court,Braybrook,9936000,house,2014,3,1,3,SC_043,1051,20022,1686,21,0,hospital_174,2498,S_149,1051
130,5857,-37.79325485,144.8537293,7 Showers Street,Braybrook,3987000,house,2009,3,1,2,SC_043,685,20022,1050,21,0,hospital_174,2545,S_149,685
131,6054,-37.786125,144.818843,11 McIntosh Street,Sunshine,3400000,house,2011,4,1,1,SC_102,1362,20004,1074,28,0,hospital_174,1526,S_080,1349
132,6072,-37.795562,144.824964,111 Wright Street,Sunshine,8358000,house,2014,5,2,3,SC_102,1656,20021,1047,25,0,hospital_174,2097,S_130,1678
133,6163,-37.788445,144.828407,139 Durham Road,Sunshine,5560000,house,2016,3,2,2,SC_102,818,20021,393,25,0,hospital_174,1250,S_080,863
134,6235,-37.788678,144.844814,16 Cobrey Street,Sunshine,3900000,house,2012,3,1,0,SC_102,1215,20021,1050,25,0,hospital_174,1632,S_080,1295
135,6297,-37.79346085,144.8424988,18 Matthews Street,Sunshine,8000000,house,2009,2,1,0,SC_102,1467,20021,1008,25,0,hospital_174,1962,S_080,1554
136,6312,-37.79379654,144.8264465,19 Anderson Road,Sunshine,3051000,house,2009,3,1,1,SC_102,1422,20021,814,25,0,hospital_174,1870,S_080,1474
137,6376,-37.77930832,144.8155518,2/11 Dubbo Street,Albion,26400000,house,2008,2,1,1,SC_102,1620,20004,826,28,0,hospital_174,1504,S_080,1565
138,6410,-37.797262,144.827084,20 Cannon Street,Sunshine,3938000,house,2011,3,1,1,SC_102,1757,20021,1096,25,0,hospital_174,2230,S_080,1818
139,6433,-37.787833,144.837032,20 Tyler Street,Sunshine,11475000,house,2015,3,1,2,SC_102,684,20021,373,25,0,hospital_174,1196,S_080,772
140,6463,-37.793271,144.842001,22 Matthews Street,Sunshine,8400000,house,2014,3,1,1,SC_102,1426,20021,960,25,0,hospital_174,1924,S_080,1513
141,6471,-37.793534,144.826518,23 Anderson Road,Sunshine,5916000,house,2010,5,2,2,SC_102,1393,20021,789,25,0,hospital_174,1840,S_080,1445
142,6498,-37.787447,144.840872,25 Cooper Street,Sunshine,4301000,house,2010,2,1,1,SC_102,858,20021,713,25,0,hospital_174,1311,S_080,941
143,6637,-37.78078079,144.8401337,34 Dulcie Street,Sunshine,4400000,house,2009,3,1,2,SC_102,602,20021,1073,25,0,hospital_174,752,S_080,626
144,6642,-37.7818872,144.8236792,34 King Edward Avenue (Albion),Albion,4560000,house,2012,3,1,0,SC_102,871,20004,479,28,0,hospital_174,907,S_080,828
145,6828,-37.779515,144.819468,53 Adelaide Street (Albion),Albion,7480000,house,2014,4,1,1,SC_102,1279,20004,505,28,0,hospital_174,1166,S_080,1221
146,6852,-37.794345,144.829073,59 Chapman Street,Sunshine,3600000,house,2011,2,1,0,SC_102,1395,20021,728,25,0,hospital_174,1878,S_080,1458
147,6981,-37.781727,144.818418,71 King Edward Avenue (Albion),Albion,6405000,house,2013,3,1,1,SC_102,1334,20004,715,28,0,hospital_174,1319,S_080,1291
148,7037,-37.792833,144.844004,8 Walter Street,Sunshine,3630000,house,2011,3,1,2,SC_102,1486,20021,1089,25,0,hospital_174,1964,S_149,1542
149,7078,-37.7780472,144.8164358,8B Brisbane Street,Albion,4164000,house,2013,3,2,1,SC_102,1581,20004,728,28,0,hospital_174,1416,S_080,1519
150,7096,-37.781072,144.836187,9 Kinnane Crescent,Sunshine,7378000,house,2014,4,1,2,SC_102,269,20021,880,25,0,hospital_174,495,S_080,278
151,7108,-37.77926636,144.8146362,9 Perth Avenue,Albion,3848000,house,2009,4,1,1,SC_102,1700,20004,903,28,0,hospital_174,1583,S_080,1645
152,7111,-37.78316498,144.8404694,9 Taunton Street,Sunshine,5586000,house,2009,3,1,0,SC_102,613,20021,896,25,0,hospital_174,927,S_080,670
153,7212,-37.746,144.776909,"13 Dover Street,",Albanvale,4420000,house,2010,3,1,2,SC_107,3396,20002,2040,33,0,hospital_057,3680,S_070,602
154,7213,-37.72997665,144.8202362,13 Hedgeley Road,Kealba,3311000,house,2008,3,2,3,SC_107,1169,20001,2334,36,0,hospital_057,3434,S_222,1450
155,7238,-37.750714,144.76255,154 Neale Road,Deer Park,4950000,house,2011,3,1,2,SC_048,2708,20002,3364,33,0,hospital_057,4699,S_156,794
156,7299,-37.749485,144.761062,2 Monmouth Close,Albanvale,15600000,house,2013,4,1,2,SC_048,2518,20002,3470,33,0,hospital_057,4860,S_156,734
157,7441,-37.742749,144.767428,36 Jackson Circuit,Albanvale,6480000,house,2015,4,2,2,SC_048,2528,20001,2759,36,0,hospital_057,4589,S_070,1041
158,7529,-37.749585,144.761634,5 College Place,Albanvale,4950000,house,2011,3,1,1,SC_048,2561,20002,3422,33,0,hospital_057,4808,S_156,771
159,7546,-37.747136,144.772292,52 Appian Drive,Albanvale,2480000,house,2011,3,1,3,SC_048,3135,20002,2456,33,0,hospital_057,4001,S_070,416
160,7598,-37.736928,144.832386,63 Orbital Drive,Kealba,8800000,house,2016,4,3,2,SC_107,2447,20002,2980,33,0,hospital_005,3022,S_222,2684
161,7616,-37.746161,144.777718,7 Dover Street,Albanvale,3300000,house,2013,3,1,1,SC_107,3351,20002,1971,33,0,hospital_057,3608,S_070,625
162,7776,-37.77401794,144.7979969,2/45 Chelsey Street,Ardeer,5265000,house,2016,3,1,2,SC_102,3263,20003,2101,31,0,hospital_057,2091,S_159,1872
163,7791,-37.779949,144.805469,22 Yallourn Street,Ardeer,4320000,house,2014,2,1,0,SC_102,2486,20004,1711,28,0,hospital_057,2307,S_130,1964
164,7909,-37.775197,144.800616,6 Glinden Avenue,Ardeer,4550000,house,2012,5,2,2,SC_102,3006,20003,2120,31,0,hospital_057,2042,S_159,2088
165,7924,-37.77456665,144.8052521,667 Ballarat Road,Ardeer,3105000,house,2009,3,1,1,SC_102,2637,20004,1745,28,0,hospital_057,1765,S_159,2246
166,8027,-37.744495,144.750691,11 Lexington Drive,Burnside,7865000,house,2016,4,2,2,SC_048,1516,20001,4150,36,0,hospital_057,5891,S_156,990
167,8122,-37.761686,144.786884,15  Carmody Drive,Cairnlea,4860000,house,2012,3,2,2,SC_107,4232,20003,2050,31,0,hospital_057,2433,S_159,440
168,8177,-37.748297,144.74737,17 Strickland Crescent,Burnside,4944000,house,2010,4,2,2,SC_048,1783,20001,4598,36,0,hospital_057,6062,S_156,783
169,8199,-37.749236,144.786119,19 Edgewater Circuit,Cairnlea,4275000,house,2011,4,2,2,SC_107,3077,20002,1319,33,0,hospital_057,2794,S_152,990
170,8208,-37.74860001,144.7519379,19 Pilbara Avenue,Burnside,5780000,house,2008,4,2,2,SC_048,1967,20002,4255,33,0,hospital_057,5663,S_156,522
171,8222,-37.759234,144.778983,2 Drystone Crescent,Cairnlea,4480000,house,2014,3,2,2,SC_107,4346,20002,2449,33,0,hospital_057,3128,S_152,832
172,8269,-37.755025,144.787374,21 Meadowview Way,Cairnlea,6970000,house,2011,4,2,2,SC_107,3553,20002,1589,33,0,hospital_057,2463,S_159,441
173,8389,-37.762521,144.790818,3 Elmsted Court,Cairnlea,3750000,house,2010,3,2,2,SC_107,4183,20003,1742,31,0,hospital_057,2096,S_159,457
174,8490,-37.749443,144.753479,4 Pilbara Avenue,Burnside,4330000,house,2013,3,2,2,SC_048,2115,20002,4130,33,0,hospital_057,5509,S_156,398
