,property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
374,18754,-37.676203,144.93326,36 Riggall Street,Dallas,5440000,house,2015,3,1,2,SC_072,2995,20030,1423,36,0,hospital_104,3056,S_153,1044
375,18822,-37.67370605,144.9199982,4 Nathalia Street,Broadmeadows,2320000,house,2009,3,1,2,SC_072,2562,20030,1040,36,0,hospital_104,2561,S_153,509
376,18827,-37.684933,144.920628,4 Railway Crescent,Broadmeadows,7905000,house,2013,3,1,2,SC_059,3163,20030,227,36,0,hospital_104,3811,S_153,767
377,18840,-37.684961,144.913603,40 Bamburgh Street,Jacana,6695000,house,2016,3,1,3,SC_059,2549,20030,570,36,0,hospital_104,3861,S_153,1042
378,18977,-37.68058777,144.9059296,5 Tyabb Court,Broadmeadows,2453000,house,2008,3,1,1,SC_059,2033,20030,1236,36,0,hospital_104,3563,S_153,1412
379,18982,-37.665072,144.931711,505 Barry Road,Dallas,2360000,house,2010,4,1,1,SC_072,1799,44817,673,39,0,hospital_104,1884,S_153,1698
380,19022,-37.681281,144.931032,56 Waranga Crescent,Broadmeadows,6477000,house,2011,3,1,1,SC_072,3485,20030,1025,36,0,hospital_104,3530,S_153,899
381,19023,-37.684895,144.930661,57 Cuthbert Street,Broadmeadows,2970000,house,2012,4,2,1,SC_072,3872,20030,994,36,0,hospital_104,3912,S_153,1097
382,19174,-37.68353653,144.9290314,75 Kitchener Street,Broadmeadows,4875000,house,2009,3,1,3,SC_072,3698,20030,831,36,0,hospital_104,3733,S_153,889
383,19256,-37.6812973,144.9268189,9 Gosford Crescent,Broadmeadows,4459000,house,2009,3,1,2,SC_072,3423,20030,664,36,0,hospital_104,3452,S_153,578
384,19269,-37.684949,144.919076,9 Oxley Court,Broadmeadows,3258000,house,2016,4,2,2,SC_059,3027,20030,216,36,0,hospital_104,3814,S_153,796
385,19453,-37.665107,144.935225,468 BARRY ROAD,Coolaroo,5100000,house,2010,3,1,2,SC_072,1966,44817,928,39,0,hospital_104,2067,S_153,1875
386,19471,-37.66221237,144.9268341,6 Etna Court,Coolaroo,2940000,house,2008,3,1,0,SC_072,1338,44817,151,39,0,hospital_104,1401,S_153,1825
387,19491,-37.65868378,144.9272003,76 LONGFORD CRESCENT,Coolaroo,2340000,house,2008,3,1,0,SC_072,985,44817,277,39,0,hospital_104,1071,S_153,2214
388,19500,-37.653745,144.931413,89 Glenelg Street,Coolaroo,3000000,house,2011,3,1,1,SC_072,876,44817,935,39,0,hospital_104,1026,S_153,2843
389,19530,-37.67803192,144.8965454,10 Shadforth Street,Westmeadows,4880000,house,2009,3,1,2,SC_059,1525,20030,2107,36,0,hospital_104,3699,S_153,2211
390,19532,-37.675018,144.892326,103 Kenny Street,Westmeadows,3300000,house,2013,3,1,1,SC_059,1606,20030,2564,36,0,hospital_104,3668,S_153,2606
391,19615,-37.670041,144.907951,19 Ninda Court,Westmeadows,3654000,house,2012,3,1,2,SC_072,2487,20030,1775,36,0,hospital_104,2417,S_153,1503
392,19638,-37.67666,144.900934,2/40 Eyre Street,Westmeadows,4306500,house,2010,3,3,2,SC_059,1906,20030,1792,36,0,hospital_104,3361,S_153,1832
393,19641,-37.67744064,144.8942261,2/81 Raleigh Street,Westmeadows,1608000,house,2009,1,1,0,SC_059,1451,20030,2322,36,0,hospital_104,3766,S_153,2417
394,19749,-37.677376,144.899291,44 Raleigh Street,Westmeadows,7840000,house,2015,5,3,2,SC_059,1746,20030,1898,36,0,hospital_104,3505,S_153,1971
395,19861,-37.673396,144.901577,9 Walpa Court,Westmeadows,4200000,house,2010,4,2,2,SC_059,2205,20030,1918,36,0,hospital_104,3023,S_153,1844
396,19882,-37.794354,144.954472,118 Gatehouse Street,Parkville,25350000,house,2015,5,2,2,SC_007,2170,19970,1477,18,0,hospital_118,381,S_044,1911
397,19889,-37.79294,144.957925,139 Royal Parade,Parkville,21000000,house,2009,5,2,1,SC_007,2240,19970,1398,18,0,hospital_197,592,S_200,1852
398,19985,-37.786239,144.941618,69 Manningham Street,Parkville,6600000,house,2012,2,1,1,SC_011,2282,19971,292,16,0,hospital_102,732,S_086,1213
399,20027,-37.794653,144.974727,118 Station Street,Carlton,6570000,house,2010,2,1,1,SC_008,1961,19975,1806,10,0,hospital_188,987,S_200,477
400,20121,-37.79825211,144.9653015,260 Faraday Street,Carlton,11820000,house,2009,2,2,0,SC_008,1564,19842,1322,7,0,hospital_136,162,S_200,1111
401,20160,-37.7981,144.973452,37 Elgin Street,Carlton,7896000,house,2011,2,2,0,SC_008,1562,19843,1442,8,0,hospital_188,716,S_200,394
402,20209,-37.799359,144.974231,6 Faraday Street,Carlton,9120000,house,2012,4,2,1,SC_008,1442,19843,1307,8,0,hospital_188,761,S_200,354
403,20257,-37.7994957,144.9717407,96 Barkly Street,Carlton,11760000,house,2007,3,2,0,SC_008,1384,19843,1290,8,0,hospital_188,541,S_200,566
404,20298,-37.77330399,144.9500427,1/149 Union Street,Brunswick,10523000,house,2009,3,1,1,SC_011,3149,19969,785,20,0,hospital_102,891,S_074,959
405,20313,-37.7553427,144.9547121,10 Denman Street,Brunswick,6968000,house,2013,3,1,1,SC_030,2584,19966,633,26,0,hospital_011,324,S_074,1675
406,20329,-37.763026,144.958538,10 Osborne Street,Brunswick,10410000,house,2013,3,1,0,SC_030,3488,19967,274,23,0,hospital_011,939,S_074,765
407,20386,-37.771461,144.95239,11 Munro Street,Brunswick,15080000,house,2015,3,1,1,SC_011,3413,19969,681,20,0,hospital_102,1175,S_074,695
408,20413,-37.774315,144.955146,117 Gold Street,Brunswick,11849000,house,2015,2,1,0,SC_011,3547,19969,322,20,0,hospital_102,1117,S_074,659
409,20452,-37.773954,144.95483,128 Gold Street,Brunswick,9360000,house,2012,3,1,1,SC_011,3530,19969,360,20,0,hospital_102,1119,S_074,648
410,20553,-37.768268,144.971524,148 Victoria Street,Brunswick,4635000,house,2012,2,1,0,SC_103,4167,19968,1052,21,0,hospital_144,1312,S_074,1027
411,20626,-37.762487,144.945565,167 Hope Street,Brunswick West,11700000,house,2014,5,2,2,SC_030,3372,19967,1337,23,0,hospital_011,1422,S_074,1509
412,20630,-37.764409,144.956721,17 Cliff Street,Brunswick,6840000,house,2016,2,1,1,SC_030,3609,19968,446,21,0,hospital_011,1101,S_074,666
413,20645,-37.75936127,144.9573822,17 Warne Street,Brunswick,9350000,house,2009,2,2,1,SC_030,3067,19967,358,23,0,hospital_011,536,S_074,1185
414,20742,-37.763787,144.963092,2/1 Curtis Place,Brunswick,11746000,house,2015,3,2,2,SC_030,3674,19967,353,23,0,hospital_011,1107,S_074,722
415,20745,-37.766101,144.970792,2/103a Blyth Street,Brunswick,12110000,house,2012,3,2,1,SC_103,4029,19968,1002,21,0,hospital_144,1074,S_074,1034
416,20798,-37.761032,144.951584,21 Westbourne Street,Brunswick,14690000,house,2015,3,2,2,SC_030,3189,19967,801,23,0,hospital_011,927,S_074,1225
417,20808,-37.762098,144.969736,22 Barrow Street,Brunswick,9540000,house,2015,3,1,1,SC_030,3728,19967,802,23,0,hospital_144,651,S_074,1211
418,20810,-37.7621,144.956899,22 Ford Street,Brunswick,12980000,house,2015,3,2,1,SC_030,3358,19967,346,23,0,hospital_011,844,S_074,899
419,20831,-37.756158,144.954193,23 Denman Street,Brunswick,13515000,house,2011,2,1,1,SC_030,2668,19966,696,26,0,hospital_011,399,S_074,1602
420,20873,-37.772513,144.963577,25 Charles Street,Brunswick,9814000,house,2011,3,1,1,SC_011,4315,19969,508,20,0,hospital_102,1857,S_138,435
421,21043,-37.766003,144.96378,32 Barningham Street,Brunswick,4200000,house,2015,2,1,1,SC_030,3928,19968,415,21,0,hospital_144,1273,S_074,537
422,21101,-37.759482,144.953016,345 Albion Street,Brunswick,6255000,house,2015,3,1,1,SC_030,3024,19967,702,23,0,hospital_011,714,S_074,1303
423,21211,-37.76947403,144.9664002,4/230 Albert Street,Brunswick,10217000,house,2009,3,2,1,SC_030,4367,19968,630,21,0,hospital_144,1522,S_074,563
424,21300,-37.7650662,144.9720558,5 Church Street,Brunswick,3696000,house,2013,2,1,1,SC_103,3868,19967,1087,23,0,hospital_144,956,S_074,1184
425,21326,-37.771561,144.968697,5/10 Minnie Street,Brunswick,4301000,house,2010,2,1,1,SC_008,4485,19968,908,21,0,hospital_144,1700,S_138,768
426,21351,-37.7711173,144.950644,53 Munro Street,Brunswick,11781000,house,2012,2,1,0,SC_011,3284,19969,830,20,0,hospital_102,1129,S_074,836
427,21359,-37.76402664,144.9671478,54 Stewart Street,Brunswick,6840000,house,2009,3,1,1,SC_030,3825,19967,647,23,0,hospital_144,934,S_074,899
428,21515,-37.770146,144.969542,71 Evans Street,Brunswick,20400000,house,2015,4,2,1,SC_103,4439,19968,916,21,0,hospital_144,1534,S_074,840
429,21534,-37.757404,144.970014,74 Davies Street,Brunswick,8145000,house,2016,3,1,2,SC_030,3287,19966,790,26,0,hospital_144,187,S_074,1637
430,21536,-37.77342,144.956138,74 Union Street,Brunswick,9295000,house,2015,2,1,1,SC_011,3657,19969,286,20,0,hospital_102,1247,S_074,527
431,21564,-37.7616895,144.9645446,8 Little Jones Street,Brunswick,6000000,house,2010,2,2,1,SC_030,3498,19967,343,23,0,hospital_144,862,S_074,987
432,21582,-37.77199554,144.9667053,81 Glenlyon Road,Brunswick,4800000,house,2008,2,1,0,SC_008,4444,19969,777,20,0,hospital_144,1784,S_138,614
433,21669,-37.774443,144.955696,98 Wilson Street,Brunswick,13311000,house,2015,2,1,1,SC_011,3590,19969,272,20,0,hospital_102,1149,S_138,620
434,21713,-37.753999,144.956247,1 Strathearn Avenue,Coburg,8190000,house,2011,4,1,1,SC_030,2463,19966,493,26,0,hospital_084,189,S_173,1543
435,21739,-37.750707,144.980336,10 Danny Street,Coburg,11700000,house,2014,4,2,2,SC_103,2269,20014,1676,23,0,hospital_144,988,S_173,1539
436,21785,-37.745679,144.949333,106 Gordon Street,Coburg,8424000,house,2014,3,1,2,SC_030,1479,19965,1287,28,0,hospital_084,1230,S_172,1469
437,21803,-37.74226379,144.9505615,11 Davis Street,Coburg,12883000,house,2008,4,3,3,SC_030,1098,19965,1124,28,0,hospital_084,1486,S_172,1292
438,21809,-37.73800278,144.9716644,11 Governors Road,Coburg,4725000,house,2009,4,2,2,SC_030,1995,19965,878,28,0,hospital_144,2056,S_172,697
439,21842,-37.746262,144.972527,114 Barrow Street,Coburg,14430000,house,2016,3,2,2,SC_030,2503,19965,919,28,0,hospital_144,1139,S_173,692
440,21872,-37.7393074,144.9562073,12 High Street,Coburg,9248000,house,2009,3,1,1,SC_030,936,19965,712,28,0,hospital_084,1657,S_172,836
441,21941,-37.736153,144.962501,13 Stock Street,Coburg,7680000,house,2016,3,2,1,SC_030,1166,19964,294,30,0,hospital_084,2029,S_172,658
442,22095,-37.739732,144.965028,17 Lobb Street,Coburg,10200000,house,2015,4,1,3,SC_030,1544,19965,326,28,0,hospital_084,1702,S_172,215
443,22119,-37.743259,144.950713,178 Munro Street,Coburg,9600000,house,2010,3,1,1,SC_030,1209,19965,1115,28,0,hospital_084,1382,S_172,1290
444,22148,-37.73312,144.953551,183 Gaffney Street,Coburg,4815000,house,2013,3,2,2,SC_030,311,19964,819,30,0,hospital_084,2373,S_172,1400
445,22193,-37.743379,144.977647,193 Nicholson Street,Coburg,8256000,house,2015,3,1,2,SC_103,2180,19965,1264,28,0,hospital_144,1546,S_173,1012
446,22256,-37.737408,144.980715,20 Connolly Avenue,Coburg,6384000,house,2010,2,1,1,SC_103,1884,19965,1625,28,0,hospital_144,2263,S_030,904
447,22369,-37.747563,144.967898,24 Hatton Grove,Coburg,7656000,house,2011,3,1,2,SC_030,2300,19965,706,28,0,hospital_144,1050,S_173,575
448,22378,-37.74024,144.953131,243 Bell Street,Coburg,5830000,house,2014,3,1,1,SC_030,911,19965,928,28,0,hospital_084,1610,S_172,1076
449,22446,-37.749048,144.953738,27 Phillips Street,Coburg,10080000,house,2011,3,1,0,SC_030,1879,19966,934,26,0,hospital_084,695,S_172,1303
450,22497,-37.738586,144.955423,29 Murray Street,Coburg,8260000,house,2011,3,2,1,SC_030,831,19965,812,28,0,hospital_084,1746,S_172,928
451,22513,-37.75433,144.956162,295 Moreland Road,Coburg,8450000,house,2011,3,1,2,SC_030,2497,19966,498,26,0,hospital_011,188,S_173,1578
452,22539,-37.737187,144.975273,3 Kewarren Court,Coburg,7800000,house,2011,4,2,3,SC_030,2276,19964,1168,30,0,hospital_144,2169,S_173,999
453,22548,-37.742827,144.974243,3 Salisbury Street,Coburg,11200000,house,2013,4,2,0,SC_030,2419,19965,961,28,0,hospital_144,1534,S_173,709
454,22582,-37.727578,144.962906,31 Bakers Road,Coburg North,5510000,house,2014,3,1,1,SC_030,1247,19964,661,30,0,hospital_084,2978,S_172,1580
455,22705,-37.733141,144.951139,39 Bishop Street,Coburg,6800000,house,2015,3,2,2,SC_030,121,19964,1031,30,0,hospital_084,2418,S_172,1561
456,22714,-37.750904,144.959229,39 Linda Street,Coburg,7500000,house,2010,3,1,0,SC_030,2209,19966,459,26,0,hospital_084,362,S_173,1111
457,22752,-37.738086,144.97313,4 Watchtower Road,Coburg,5390000,house,2011,3,1,2,SC_030,2121,19965,983,28,0,hospital_144,2050,S_173,789
458,22848,-37.75416565,144.9743195,46 Glengyle Street,Coburg,4288000,house,2009,2,1,0,SC_103,2923,19966,1100,26,0,hospital_144,340,S_173,1475
459,22861,-37.733366,144.953947,47 Fischer Street,Coburg,9840000,house,2010,3,1,0,SC_030,353,19964,783,30,0,hospital_084,2340,S_172,1356
460,22875,-37.738352,144.981396,49 Elizabeth Street,Coburg,6600000,house,2012,3,1,1,SC_103,1814,19965,1650,28,0,hospital_144,2187,S_030,992
461,22971,-37.73312759,144.9543457,56 Fischer Street,Coburg,4872000,house,2008,3,1,1,SC_030,380,19964,749,30,0,hospital_084,2361,S_172,1349
462,23007,-37.75306702,144.9514008,6 Hawthorn Street,Coburg,4680000,house,2009,3,1,2,SC_030,2302,19966,930,26,0,hospital_084,626,S_173,1749
463,23155,-37.73581,144.979103,77 Murray Road,Coburg,9010000,house,2016,2,1,2,SC_103,2054,19964,1454,30,0,hospital_144,2389,S_030,795
464,23176,-37.748944,144.969751,8 Fowler Street,Coburg,8645000,house,2014,2,1,3,SC_030,2524,19965,926,28,0,hospital_144,858,S_173,775
465,23202,-37.735785,144.978846,81 Murray Road,Coburg,6656000,house,2011,3,1,2,SC_103,2077,19964,1431,30,0,hospital_144,2385,S_030,804
466,23259,-37.726315,144.967102,9 Spry Street,Coburg North,5576000,house,2014,4,2,2,SC_030,1641,19963,786,32,0,hospital_139,2894,S_030,1494
467,23287,-37.746841,144.972679,95 Sheffield Street,Coburg,7020000,house,2014,2,1,1,SC_030,2554,19965,962,28,0,hospital_144,1075,S_173,742
468,23325,-37.650294,144.903751,1 Skuse Court,Greenvale,9680000,house,2014,5,2,2,SC_072,1628,44817,2298,39,0,hospital_104,1469,S_211,2250
469,23378,-37.652965,144.905038,117 Dunfermline Avenue,Greenvale,12920000,house,2013,4,3,2,SC_072,1533,44817,2057,39,0,hospital_104,1378,S_211,2508
470,23406,-37.660174,144.894456,13 Palamino Valley Court,Greenvale,11200000,house,2011,4,2,2,SC_075,2561,44817,2786,39,0,hospital_104,2519,S_211,2517
471,23482,-37.63729095,144.8895721,2 Everingham Cres,Greenvale,6045000,house,2009,4,2,2,SC_075,705,40220,4041,41,0,hospital_104,3101,S_211,737
472,23634,-37.642474,144.897925,4 Newcastle Court,Greenvale,9268000,house,2011,4,3,3,SC_075,1444,44817,3225,39,0,hospital_104,2183,S_211,1444
473,23664,-37.650461,144.906,48 Dunfermline Avenue,Greenvale,5500000,house,2013,4,2,2,SC_072,1429,44817,2121,39,0,hospital_104,1270,S_211,2431
474,23707,-37.6409874,144.9022675,57 Helmsdale Crescent,Greenvale,5005000,house,2008,3,2,2,SC_075,1794,40220,2936,41,0,hospital_104,1930,S_211,1802
475,23724,-37.64645386,144.8991699,6 Kirkham Drive,Greenvale,4920000,house,2008,3,2,2,SC_075,1705,44817,2870,39,0,hospital_104,1931,S_211,1691
476,23729,-37.642635,144.894205,6 Lochton Court,Greenvale,4500000,house,2011,3,2,3,SC_075,1134,44817,3472,39,0,hospital_104,2478,S_211,1129
477,23760,-37.642441,144.905733,7 Brae Court,Greenvale,6305000,house,2013,4,2,2,SC_072,1722,40220,2657,41,0,hospital_104,1587,S_211,2122
478,23780,-37.641315,144.9072,7 Stranraer Close,Greenvale,8160000,house,2011,4,2,3,SC_072,1689,40220,2509,41,0,hospital_104,1564,S_211,2238
479,23892,-37.697251,144.962122,10 Patricia Drive,Fawkner,4936000,house,2016,3,1,2,SC_030,4053,19961,476,35,0,hospital_139,3889,S_161,924
480,23970,-37.70614624,144.9700317,13 Link Pde,Fawkner,2408000,house,2007,3,1,1,SC_030,3408,19961,1155,35,0,hospital_139,2776,S_161,2120
481,24038,-37.7040596,144.9768524,153 McBryde Street,Fawkner,3996000,house,2008,3,1,0,SC_030,3936,19961,1627,35,0,hospital_139,2397,S_161,2301
482,24091,-37.71013641,144.9713745,18 FREDERICK STREET,Fawkner,4032000,house,2009,3,1,0,SC_030,3105,19962,1076,33,0,hospital_139,2491,S_030,2417
483,24098,-37.711803,144.973806,18 Lynch Road,Fawkner,5486000,house,2012,3,1,3,SC_030,3099,19962,1209,33,0,hospital_139,2230,S_030,2159
484,24104,-37.713439,144.974382,18 Syndal Street,Fawkner,4070000,house,2011,4,2,2,SC_030,3003,19962,1225,33,0,hospital_139,2135,S_030,1972
485,24110,-37.700808,144.977076,187 McBryde Street,Fawkner,4295000,house,2014,3,1,2,SC_030,4243,19961,1603,35,0,hospital_139,2625,S_161,2078
486,24186,-37.7098818,144.9704643,22 PItt Street,Fawkner,6035000,house,2012,3,1,2,SC_030,3081,19962,1020,33,0,hospital_139,2576,S_030,2479
487,24197,-37.700831,144.973775,23 Lanigan Street,Fawkner,5720000,house,2014,2,1,1,SC_030,4085,19961,1312,35,0,hospital_139,2836,S_161,1856
488,24303,-37.70800018,144.9700317,3/53 Major Road,Fawkner,3570000,house,2009,2,1,1,SC_030,3233,19962,1114,33,0,hospital_139,2688,S_161,2302
489,24309,-37.697056,144.974977,30 Twyford Street,Fawkner,6150000,house,2015,3,1,1,SC_030,4502,19961,1474,35,0,hospital_139,3057,S_161,1693
490,24347,-37.699383,144.968643,34A Preston Street,Fawkner,10096000,house,2016,3,2,2,SC_030,4021,19961,872,35,0,hospital_139,3287,S_161,1427
491,24401,-37.719616,144.97347,4/10 Derby Street,Fawkner,9675000,house,2016,2,1,1,SC_030,2500,19963,1080,32,0,hospital_139,2177,S_030,1423
492,24429,-37.71276,144.975103,47 McBryde Street,Fawkner,4818000,house,2009,3,1,1,SC_030,3101,19962,1298,33,0,hospital_139,2091,S_030,2017
493,24494,-37.698672,144.977063,6 Epsom Court,Fawkner,3960000,house,2010,3,1,2,SC_030,4441,19961,1617,35,0,hospital_139,2800,S_161,1943
494,24495,-37.70066,144.965308,6 Glynda Street,Fawkner,5550000,house,2015,3,1,1,SC_030,3778,19961,566,35,0,hospital_139,3444,S_161,1385
495,24566,-37.710225,144.966084,7 Winn Grove,Fawkner,4950000,house,2015,3,2,1,SC_030,2840,19962,690,33,0,hospital_139,2931,S_161,2404
496,24632,-37.71569,144.967305,93 Lorne Street,Fawkner,9000000,house,2013,3,1,0,SC_030,2398,19962,607,33,0,hospital_139,2716,S_030,2108
497,24664,-37.671077,144.95507,1661  SYDNEY ROAD,Campbellfield,3550000,house,2010,3,1,3,SC_072,3674,19960,921,39,0,hospital_104,3804,S_161,2073
498,24669,-37.668767,144.954642,1695 Sydney Road,Campbellfield,3132000,house,2014,3,1,2,SC_072,3490,19960,757,39,0,hospital_104,3625,S_161,2333
499,24738,-37.68138885,144.9692078,38 Horne Street,Campbellfield,4950000,house,2007,3,2,2,SC_072,5364,19961,2332,35,0,hospital_139,4762,S_161,1322
500,24743,-37.67873,144.966429,4 Cambridge Way,Campbellfield,4615000,house,2015,3,1,3,SC_072,4987,19960,2234,39,0,hospital_104,5116,S_161,1400
501,24820,-37.676531,144.969275,7 Leeds Place,Campbellfield,5491000,house,2010,3,1,0,SC_072,5042,19960,2301,39,0,hospital_053,5002,S_161,1741
502,24833,-37.68763733,144.9610596,76 Roebourne Crescent,Campbellfield,3900000,house,2009,3,2,2,SC_030,5075,19961,1464,35,0,hospital_139,4660,S_161,323
503,24879,-37.591323,144.905792,1 Harrington Avenue,Craigieburn,4815000,house,2015,4,2,2,SC_016,729,40221,3510,45,0,hospital_104,6733,S_178,2505
504,24896,-37.581368,144.937943,1 Liverpool Circuit,Craigieburn,6347000,house,2016,4,2,2,SC_005,1718,40221,2325,45,0,hospital_104,7870,S_178,1448
505,24898,-37.589415,144.928011,1 Metroplitan Avenue,Craigieburn,2574000,house,2010,4,2,2,SC_016,1308,40221,1931,45,0,hospital_104,6854,S_178,734
506,24900,-37.58704376,144.9214478,1 Mulberry Pass,Craigieburn,6443000,house,2009,4,2,2,SC_016,934,40221,2534,45,0,hospital_104,7086,S_178,1351
507,24935,-37.596044,144.931547,1/19 Selwyn Avenue,Craigieburn,3835000,house,2015,3,1,1,SC_110,769,40221,1221,45,0,hospital_104,6162,S_178,313
508,25167,-37.589043,144.936464,111 Hanson Road,Craigieburn,5530000,house,2015,4,2,2,SC_110,1058,40221,1545,45,0,hospital_104,7007,S_178,593
509,25259,-37.5755012,144.9142706,12 Viewside Crescent,Craigieburn,5880000,house,2014,4,2,2,SC_005,554,40221,3891,45,0,hospital_104,8388,S_178,2696
510,25300,-37.572108,144.919061,13 Fletcher Road,Craigieburn,5760000,house,2015,4,2,2,SC_005,300,40221,3939,45,0,hospital_104,8749,S_178,2770
511,25308,-37.597361,144.937361,13 Hanson Road,Craigieburn,4527000,house,2015,4,2,2,SC_110,237,40221,722,45,0,hospital_104,6122,S_005,98
512,25341,-37.60798645,144.9192352,13 Sunnybrook Court,Craigieburn,6681000,house,2008,3,2,2,SC_016,1748,40221,2232,45,0,hospital_104,4755,S_178,2029
513,25365,-37.611735,144.927866,139 Bridgewater Road,Craigieburn,5440000,house,2010,3,3,2,SC_110,1843,40221,1753,45,0,hospital_104,4386,S_005,1821
514,25390,-37.596118,144.93632,14 Dianne Avenue,Craigieburn,4246000,house,2016,3,1,1,SC_110,386,40221,885,45,0,hospital_104,6235,S_005,252
515,25422,-37.581093,144.926677,14 Perth Street,Craigieburn,5278000,house,2013,4,2,2,SC_005,910,40221,2734,45,0,hospital_104,7767,S_178,1575
516,25489,-37.590762,144.907139,15 Grosvenor Square,Craigieburn,6160000,house,2012,4,2,2,SC_016,635,40221,3420,45,0,hospital_104,6773,S_178,2396
517,25495,-37.60294342,144.9403687,15 Milburn Pl,Craigieburn,5200000,house,2009,3,2,2,SC_110,533,40221,288,45,0,hospital_104,5599,S_005,611
518,25501,-37.580801,144.934827,15 Mount Piper Rise,Craigieburn,2981000,house,2011,3,1,1,SC_005,1445,40221,2456,45,0,hospital_104,7883,S_178,1471
519,25507,-37.581439,144.927161,15 Perth Street,Craigieburn,5530000,house,2016,4,2,2,SC_005,966,40221,2679,45,0,hospital_104,7732,S_178,1522
520,25519,-37.608526,144.912652,15 St. Ives Place,Craigieburn,3303000,house,2015,4,2,2,SC_016,1745,40221,2805,45,0,hospital_104,4744,S_178,2481
521,25642,-37.609815,144.937137,17 Longtown Court,Craigieburn,3245000,house,2010,3,1,0,SC_110,1318,40221,1044,45,0,hospital_104,4783,S_005,1356
522,25677,-37.586465,144.915974,18 Corringa Way,Craigieburn,6450000,house,2015,4,2,2,SC_016,738,40221,2956,45,0,hospital_104,7160,S_178,1797
523,25680,-37.60249,144.912535,18 Durban Place,Craigieburn,4884000,house,2013,4,2,2,SC_016,1076,40221,2716,45,0,hospital_104,5411,S_178,2115
524,25792,-37.596961,144.92557,2 Cimberwood Drive,Craigieburn,4224000,house,2013,4,2,2,SC_016,1130,40221,1656,45,0,hospital_104,5998,S_178,813
525,25813,-37.573557,144.927833,2 Herryls Lane,Craigieburn,2800000,house,2016,3,1,1,SC_005,661,40221,3429,45,0,hospital_104,8611,S_178,2339
526,25896,-37.581264,144.906815,20 Ebony Circuit,Craigieburn,6341000,house,2010,3,2,1,SC_005,1414,40221,3950,45,0,hospital_104,7821,S_178,2785
527,25906,-37.595268,144.911746,20 Healesville Loop,Craigieburn,5250000,house,2010,3,2,2,SC_016,323,40221,2878,45,0,hospital_104,6217,S_178,1967
528,25981,-37.600348,144.929406,22 Bridgewater Road,Craigieburn,3597000,house,2016,3,1,0,SC_110,952,40221,1238,45,0,hospital_104,5660,S_178,814
529,26063,-37.65042114,144.8995361,23 Wallace drive,Greenvale,5460000,house,2009,4,2,2,SC_075,1974,44817,2617,39,0,hospital_104,1840,S_211,1949
530,26149,-37.594039,144.934871,25 SPURR ST,Craigieburn,4480000,house,2014,4,1,2,SC_110,635,40221,1142,45,0,hospital_104,6434,S_178,76
531,26369,-37.60463,144.927689,3 Medstead Court,Craigieburn,4173000,house,2010,3,1,2,SC_110,1291,40221,1413,45,0,hospital_104,5167,S_005,1222
532,26401,-37.581251,144.923199,3 Somersby Road,Craigieburn,5100000,house,2014,3,2,1,SC_005,782,40221,2896,45,0,hospital_104,7734,S_178,1709
533,26548,-37.578591,144.910109,325 Waterview Boulevard,Craigieburn,6970000,house,2014,4,2,2,SC_005,1016,40221,3907,45,0,hospital_104,8077,S_178,2717
534,26575,-37.578097,144.910548,335 Waterview Blvd,Craigieburn,6784000,house,2011,4,2,2,SC_005,957,40221,3915,45,0,hospital_104,8128,S_178,2722
535,26647,-37.588871,144.9360962,36 Stoneleigh Place,Craigieburn,4015000,house,2009,3,2,2,SC_110,1086,40221,1575,45,0,hospital_104,7019,S_178,600
536,26685,-37.59593964,144.9336548,38 Dianne avenue,Craigieburn,2180000,house,2007,3,1,2,SC_110,600,40221,1074,45,0,hospital_104,6206,S_178,218
537,26693,-37.610541,144.939459,38 Longtown Court,Craigieburn,3250000,house,2014,3,2,2,SC_110,1377,40221,1029,45,0,hospital_104,4774,S_005,1435
538,26706,-37.609573,144.914321,38 Tusmore Rise,Craigieburn,3850000,house,2014,4,2,2,SC_016,1859,40221,2699,45,0,hospital_104,4609,S_178,2453
539,26776,-37.5761877,144.9121599,4 Eminence Way,Craigieburn,7565000,house,2013,4,2,2,SC_005,753,40221,3961,45,0,hospital_104,8326,S_178,2764
540,26788,-37.601848,144.917773,4 Greystone Place,Craigieburn,5390000,house,2014,4,2,2,SC_016,1057,40221,2253,45,0,hospital_104,5442,S_178,1676
541,26804,-37.584081,144.930307,4 Kings Glen,Craigieburn,2496000,house,2014,3,1,1,SC_005,1369,40221,2283,45,0,hospital_104,7466,S_178,1151
542,26919,-37.57725906,144.9377289,42 Canisby Way,Craigieburn,3672000,house,2009,4,2,2,SC_005,1553,40221,2777,45,0,hospital_104,8316,S_178,1892
543,26940,-37.58953857,144.9024811,43 Cascade Terrace,Craigieburn,6240000,house,2009,4,2,2,SC_016,1067,40221,3852,45,0,hospital_104,6989,S_178,2824
544,26944,-37.58588028,144.9392548,43 Elsternwick Way,Craigieburn,3598000,house,2009,3,2,1,SC_110,1369,40221,1809,45,0,hospital_104,7403,S_178,1015
545,26970,-37.584638,144.931082,44 Malcolm Creek Parade,Craigieburn,10640000,house,2012,5,3,2,SC_005,1461,40221,2195,45,0,hospital_104,7413,S_178,1073
